0	0.97987	0.9802	0.97846	0.97487	0.97679	0.96262	0.96117	0.96154	0.96066	0.96218	0.96195	0.95905	0.9587	0.95536	0.95444	0.95392	0.94626	0.94353	0.94048	0.94019	0.93765	0.94175	0.93873	
0	0.98261	0.97937	0.97565	0.97565	0.96758	0.9697	0.97217	0.97333	0.97287	0.9725	0.97189	0.97166	0.96888	0.96603	0.96344	0.96078	0.95614	0.95122	0.951	0.94866	0.95034	0.94533	0.9447	
0	0.98091	0.98212	0.98649	0.97623	0.98	0.97917	0.98217	0.98545	0.98521	0.98491	0.98099	0.97665	0.97018	0.96982	0.96538	0.95876	0.95825	0.95378	0.95148	0.95096	0.94828	0.94553	0.94725	
0	0.98565	0.98785	0.97974	0.98308	0.98058	0.98339	0.98472	0.98443	0.9841	0.9875	0.98355	0.98134	0.98113	0.97514	0.97476	0.96267	0.96047	0.95635	0.95591	0.95335	0.95082	0.95041	0.94947	
0	0.98311	0.98021	0.98565	0.98483	0.98583	0.98534	0.98502	0.98637	0.98967	0.98592	0.98739	0.98723	0.98148	0.97928	0.97905	0.97701	0.96731	0.96505	0.96267	0.96032	0.958	0.95519	0.96458	
0	0.98339	0.98155	0.98307	0.98669	0.98464	0.9842	0.98544	0.98686	0.98482	0.98616	0.98596	0.98396	0.98185	0.98162	0.97778	0.97212	0.97561	0.96958	0.96545	0.96505	0.96238	0.9716	0.97077	
0	0.98345	0.98069	0.98064	0.97983	0.98204	0.98308	0.98596	0.9839	0.98667	0.98644	0.98276	0.98067	0.98217	0.98025	0.97477	0.97273	0.97043	0.96828	0.96604	0.96339	0.97233	0.97154	0.96025	
0	0.97936	0.98219	0.98257	0.98599	0.98694	0.98813	0.9862	0.99043	0.99028	0.98843	0.98482	0.98288	0.98276	0.9792	0.97727	0.97513	0.97307	0.97263	0.96648	0.97701	0.97835	0.97352	0.9749	
0	0.98869	0.98778	0.99352	0.99186	0.99303	0.98974	0.99538	0.99373	0.99195	0.99016	0.99002	0.98995	0.9882	0.9881	0.98446	0.98255	0.98217	0.97268	0.98127	0.98459	0.97804	0.97746	0.98097	
0	0.98896	0.9952	0.99243	0.99083	0.98621	0.98978	0.99099	0.98915	0.98736	0.98714	0.98858	0.98522	0.98502	0.9848	0.98123	0.97902	0.97133	0.97786	0.98088	0.97619	0.97556	0.98097	0.9821	
0	0.99458	0.99191	0.98665	0.98312	0.98611	0.98993	0.98957	0.98784	0.98764	0.98903	0.98734	0.98716	0.98693	0.98507	0.97959	0.97018	0.97632	0.97727	0.97446	0.97374	0.97694	0.97783	0.97625	
0	0.98958	0.98441	0.98058	0.98549	0.99038	0.99	0.98978	0.98957	0.99092	0.98773	0.98752	0.98726	0.98539	0.97997	0.97237	0.97658	0.97566	0.97282	0.97206	0.97516	0.97593	0.9719	0.9725	
