377	284	217	169	138	112	94	82	71	61	53	47	41	28	23	21	17	16	15	11	11	11	10	10	
381	276	203	165	131	109	92	81	66	57	49	41	30	25	23	19	17	16	13	13	12	11	10	10	
381	247	199	154	128	109	93	74	62	53	43	32	26	24	20	18	17	14	14	13	12	12	12	11	
335	251	185	151	127	106	85	72	62	50	36	30	24	19	18	18	15	15	13	12	12	12	11	11	
347	243	199	167	138	112	90	78	65	49	43	36	27	23	22	19	18	18	14	14	14	13	13	12	
346	256	201	166	134	109	93	78	61	51	41	32	28	25	21	19	18	15	15	14	13	13	12	12	
359	257	203	161	131	112	91	72	62	52	41	35	31	27	24	23	20	18	17	16	16	14	13	13	
374	269	212	156	132	105	80	69	56	46	39	35	30	26	24	20	18	18	16	16	14	13	13	11	
389	277	198	163	128	95	80	65	52	45	39	34	28	25	21	19	19	17	16	14	12	12	10	9	
370	242	188	150	107	87	69	56	48	41	36	30	26	22	21	20	18	17	15	12	12	10	9	9	
354	259	202	141	117	93	75	66	58	48	40	35	30	25	24	22	20	18	15	15	14	11	11	9	
380	276	191	157	120	94	82	70	58	47	41	35	30	30	27	22	20	17	17	14	10	10	8	7	
377	241	192	146	118	95	81	64	52	47	40	34	34	32	25	22	19	19	16	12	12	9	8	8	
352	255	195	152	121	101	82	63	58	50	43	40	35	28	25	22	22	19	15	14	11	10	9	9	
364	258	198	156	123	94	73	65	56	48	44	37	30	27	24	24	21	17	16	13	12	11	10	10	
358	262	189	138	105	80	67	60	50	44	38	31	28	24	23	20	16	14	11	11	11	10	10	8	
390	271	190	135	98	79	67	55	50	44	36	32	29	28	25	21	17	13	11	10	9	9	7	7	
368	246	166	114	88	71	60	52	45	39	35	31	29	26	20	18	14	11	10	10	10	8	8	8	
344	223	152	116	92	76	65	55	48	42	37	33	30	24	21	18	15	13	12	11	9	9	9	8	
338	207	146	115	93	79	70	61	49	43	35	30	24	22	19	16	15	11	10	8	8	8	8	8	
307	200	158	118	101	88	72	59	50	39	33	25	23	20	16	16	12	12	10	10	10	8	8	7	
327	231	169	135	111	85	68	58	46	38	29	27	24	20	18	14	14	12	11	11	9	8	7	7	
368	242	178	136	101	81	65	53	43	33	28	24	20	18	14	14	12	11	11	9	8	7	7	6	
356	247	176	134	102	81	65	54	41	34	27	23	21	15	15	12	11	11	9	8	7	7	6	6	
354	233	164	120	92	73	60	45	36	28	24	22	15	15	12	11	11	9	8	6	6	5	5	4	
345	231	163	120	96	76	56	44	34	29	28	21	21	16	15	15	13	12	10	10	9	9	6	6	
340	217	147	112	88	62	49	37	32	31	24	24	20	18	18	13	11	10	10	9	9	6	6	5	
344	224	162	122	88	67	48	42	38	29	29	23	21	20	15	13	11	11	9	9	7	6	5	5	
337	226	163	113	83	56	51	46	35	32	26	24	22	18	15	13	12	10	10	7	6	5	5	3	
340	216	146	105	73	61	53	41	37	31	25	23	19	17	14	13	11	11	8	7	5	5	3	3	
340	208	141	95	77	66	50	43	35	28	26	22	20	17	15	13	12	9	8	6	5	3	3	3	
328	197	133	109	90	68	56	42	33	27	23	20	16	15	12	11	8	7	5	5	3	3	3	2	
