0.27746	0.38083	0.43323	0.39585	0.39557	0.31012	0.26719	0.23309	0.24092	0.22756	0.2456	0.25973	0.27608	0.27636	0.26681	0	0	0	0	0	0	0	0	0	
0.25754	0.32	0.37405	0.31521	0.23378	0.098239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.2083	0.29508	0.49627	0.32811	0.36855	0.43704	0.5126	0.36033	0.36254	0.25481	0.27105	0.26895	0.25763	0	0	0	0	0	0	0	0	0	0	0	
0.17611	0.37254	0.40073	0.38209	0.41369	0.49117	0.4067	0.36109	0.257	0.27252	0.26793	0.25256	0	0	0	0	0	0	0	0	0	0	0	0	
0.21944	0.3417	0.45056	0.47564	0.52556	0.47372	0.44427	0.26375	0.28333	0.27845	0.25989	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.18963	0.34682	0.466	0.46056	0.44144	0.43565	0.25549	0.28527	0.28373	0.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.22379	0.36709	0.43226	0.38716	0.4541	0.43415	0.44823	0.41672	0.27013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.19705	0.32705	0.35628	0.43921	0.44094	0.52325	0.58561	0.43021	0.29507	0.27936	0.2934	0.28424	0.27654	0.2853	0	0	0	0	0	0	0	0	0	0	
0.19291	0.3091	0.46754	0.47456	0.49879	0.53226	0.39015	0.30876	0.25715	0.26525	0.25168	0.24183	0.25754	0	0	0	0	0	0	0	0	0	0	0	
0.20586	0.34971	0.43149	0.52112	0.58517	0.37849	0.31809	0.26004	0.27313	0.2585	0.24918	0.26612	0	0	0	0	0	0	0	0	0	0	0	0	
0.23751	0.3929	0.49406	0.49254	0.40019	0.43399	0.37529	0.38246	0.23958	0.2314	0.25538	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.24407	0.38442	0.46092	0.39642	0.36087	0.37408	0.27217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.27116	0.36075	0.36543	0.41895	0.41057	0.49668	0.38407	0.32928	0.31431	0.19707	0.20222	0.21409	0.22995	0	0	0	0	0	0	0	0	0	0	0	
0.15326	0.23871	0.37139	0.36843	0.42228	0.44008	0.45056	0.50737	0.32448	0.32049	0.33864	0.33905	0	0	0	0	0	0	0	0	0	0	0	0	
0.16461	0.32086	0.37492	0.46179	0.46393	0.32333	0.36522	0.33958	0.33547	0.35148	0.21491	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20765	0.33379	0.47349	0.4788	0.39411	0.43898	0.40887	0.47311	0.43287	0.38397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.22797	0.33252	0.41628	0.46133	0.48151	0.40797	0.48441	0.43676	0.37194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.23436	0.38683	0.4346	0.45283	0.45012	0.51123	0.43785	0.39304	0.17546	0.18913	0.20677	0.20814	0	0	0	0	0	0	0	0	0	0	0	0	
0.29395	0.40292	0.46476	0.41431	0.40774	0.43522	0.39594	0.19222	0.205	0.2223	0.22385	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20214	0.3607	0.42773	0.43682	0.47088	0.46906	0.30228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20954	0.38401	0.45097	0.4633	0.47352	0.42687	0.46633	0.25426	0.25011	0.15344	0.21104	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.24878	0.3792	0.46166	0.44135	0.44133	0.38822	0.38411	0.37399	0.33778	0.22176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.23641	0.37036	0.41946	0.44026	0.46009	0.48469	0.5189	0.58276	0.23432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.2299	0.38119	0.44966	0.49872	0.49556	0.53627	0.56733	0.39602	0.32813	0.33132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.23509	0.3619	0.43845	0.48587	0.35718	0.41569	0.34615	0.29016	0.13893	0.12682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20421	0.37729	0.45727	0.37042	0.44997	0.43002	0.37187	0.34049	0.31895	0.35664	0.34816	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.25642	0.38093	0.48448	0.48858	0.40146	0.37736	0.38315	0.3627	0.37532	0.36542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.22325	0.37602	0.62666	0.42862	0.47525	0.49869	0.47961	0.46029	0.45776	0.28975	0.29758	0.31723	0	0	0	0	0	0	0	0	0	0	0	0	
0.24966	0.39149	0.61466	0.5492	0.56314	0.52291	0.45612	0.45185	0.34124	0.28579	0.30106	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.21847	0.36502	0.46397	0.48327	0.46212	0.44041	0.43476	0.36518	0.25118	0.27826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20807	0.40073	0.52991	0.40117	0.37867	0.39245	0.35449	0.26488	0.2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.26296	0.35462	0.45161	0.48404	0.47339	0.56071	0.51737	0.53811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.20912	0.37298	0.46074	0.47895	0.52586	0.46074	0.46583	0.31938	0.28512	0.27925	0.27995	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.22082	0.36794	0.43192	0.48467	0.43475	0.48413	0.31456	0.3148	0.31004	0.32457	0.22159	0.22115	0	0	0	0	0	0	0	0	0	0	0	0	
0.18617	0.35133	0.4706	0.46408	0.49027	0.38964	0.31184	0.31004	0.32381	0.23021	0.22748	0	0	0	0	0	0	0	0	0	0	0	0	0	
